amount,asset_description,cap_gains_over_200_usd,disclosure_date,disclosure_year,district,owner,ptr_link,representative,ticker,transaction_date,type
"$1,000 - $15,000",Teladoc Health Inc,False,12/1/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017748.pdf,Donald Sternoff Beyer,TDOC,11/17/2020,purchase
"$1,000 - $15,000",Teladoc Health Inc,False,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,Donald Sternoff Beyer,TDOC,1/9/2020,purchase
"$1,000 - $15,000",Teladoc Health Inc,False,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,Donald Sternoff Beyer,TDOC,1/28/2020,purchase
"$1,000 - $15,000",Teladoc Health Inc,False,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016101.pdf,Donald Sternoff Beyer,TDOC,2/14/2020,purchase
"$15,000 - $50,000",Teladoc Health Inc,False,8/9/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf,Donald Sternoff Beyer,TDOC,7/14/2020,sale_full
"$1,000 - $15,000",Teladoc Health Inc,False,5/12/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016587.pdf,Donald Sternoff Beyer,TDOC,4/27/2020,sale_full
"$50,000 - $100,000",Teladoc Health Inc,False,4/14/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016403.pdf,Greg Gianforte,TDOC,3/26/2020,sale_partial
"$1,000 - $15,000",Teladoc Health Inc,False,1/2/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013832.pdf,Donald Sternoff Beyer,TDOC,12/23/2019,purchase
"$1,000 - $15,000",Teladoc Health Inc,False,7/4/2021,2021,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019022.pdf,Donald Sternoff Honorable Beyer,TDOC,6/21/2021,sale_full
"$50,000 - $100,000",Teladoc Health Inc,False,5/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016565.pdf,Greg Gianforte,TDOC,4/29/2020,sale_partial
"$1,000 - $15,000",TELECOM ITALIA SPA N,False,4/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016366.pdf,Greg Gianforte,TIIAY,3/19/2020,purchase
"$1,000 - $15,000",Teledyne Technologies Inc,False,3/11/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018329.pdf,Susie Lee,TDY,2/5/2021,sale_partial
"$1,000 - $15,000",Teledyne Technologies Inc,False,12/8/2020,2020,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017660.pdf,Susie Lee,TDY,10/19/2020,purchase
"$1,000 - $15,000",Teleflex Incorporated,False,6/15/2020,2020,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016555.pdf,Susie Lee,TFX,4/28/2020,sale_partial
"$1,000 - $15,000",Teleflex Incorporated,False,6/15/2020,2020,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016555.pdf,Susie Lee,TFX,5/19/2020,sale_partial
"$1,000 - $15,000",Teleflex Incorporated,False,7/13/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,Susie Lee,TFX,6/28/2021,purchase
"$1,000 - $15,000",Teleflex Incorporated,False,1/11/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017980.pdf,Susie Lee,TFX,12/16/2020,purchase
"$1,000 - $15,000",Teleflex Incorporated,False,1/11/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017980.pdf,Susie Lee,TFX,12/3/2020,purchase
"$1,000 - $15,000",Teleflex Incorporated,False,1/11/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017980.pdf,Susie Lee,TFX,12/8/2020,purchase
"$1,000 - $15,000",Telefonica SA,False,4/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016366.pdf,Greg Gianforte,TEF,3/18/2020,purchase
"$1,000 - $15,000",Telefonica SA,False,12/2/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf,Greg Gianforte,TEF,11/13/2020,sale_partial
"$1,000 - $15,000",TeliaSonera AB,False,4/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016366.pdf,Greg Gianforte,TLSNY,3/18/2020,purchase
"$15,000 - $50,000",TeliaSonera AB,False,12/2/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf,Greg Gianforte,TLSNY,11/13/2020,purchase
"$15,000 - $50,000",Telstra Corporation Limited,False,12/2/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf,Greg Gianforte,TLSYY,11/13/2020,purchase
"$1,000 - $15,000",Temenos Group AG,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,TMSNY,6/24/2019,sale_full
"$1,000 - $15,000",Temenos Group AG,False,4/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016366.pdf,Greg Gianforte,TMSNY,3/18/2020,purchase
"$1,000 - $15,000",TEMPLE TEX,False,4/19/2021,2021,TX10,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217977.pdf,Michael T. McCaul,--,3/11/2021,sale_full
"$1,000 - $15,000",TEMPLE TEX,False,4/19/2021,2021,TX10,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217977.pdf,Michael T. McCaul,--,3/11/2021,sale_full
"$1,000 - $15,000",Templeton Developing Markets Trust,False,11/16/2020,2020,CT02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017685.pdf,Joe Courtney,TDADX,10/16/2020,purchase
"$1,000 - $15,000","Tempur Sealy International, Inc.",False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,TPX,5/15/2019,sale_full
"$1,000 - $15,000",Tenaris S.A.,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,TS,2/15/2019,sale_full
"$15,000 - $50,000",Tenaris S.A.,False,12/2/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf,Greg Gianforte,TS,11/13/2020,sale_partial
"$50,000 - $100,000",Tencent Holdings,False,3/30/2021,2021,TX10,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217912.pdf,Michael T. McCaul,TCEHY,2/5/2021,sale_full
"$50,000 - $100,000",Tencent Holdings,False,3/30/2021,2021,TX10,dependent,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217912.pdf,Michael T. McCaul,TCEHY,2/5/2021,sale_full
"$1,000 - $15,000",Tencent Holdings,False,5/16/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Josh Gottheimer,TCEHY,4/19/2022,purchase
"$1,000 - $15,000",Tencent Holdings,False,1/10/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,Josh Gottheimer,TCEHY,12/28/2021,sale_partial
"$15,000 - $50,000",Tencent Holdings,False,2/14/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015054.pdf,Greg Gianforte,TCEHY,1/13/2020,purchase
"$1,000 - $15,000",Tencent Holdings,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,TCEHY,1/29/2019,purchase
"$1,000 - $15,000",Tencent Holdings,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,TCEHY,6/24/2019,sale_full
"$1,000 - $15,000",Tencent Holdings,False,9/20/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019479.pdf,Josh Gottheimer,TCEHY,8/9/2021,purchase
"$1,000 - $15,000",Tencent Holdings,False,4/17/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020786.pdf,Josh Gottheimer,TCEHY,3/15/2022,sale_partial
"$1,000 - $15,000",Tencent Holdings,False,7/9/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016893.pdf,Josh Gottheimer,TCEHY,6/2/2020,purchase
"$50,000 - $100,000",Tencent Holdings,False,6/25/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016834.pdf,Greg Gianforte,TCEHY,6/5/2020,purchase
"$1,000 - $15,000",Tencent Music Ent Group ADR,False,2/12/2021,2021,CA06,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217852.pdf,Doris O. Matsui,TME,7/21/2020,sale_full
"$1,000 - $15,000",Teradyne Inc,False,5/10/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018701.pdf,Susie Lee,TER,4/1/2021,purchase
"$1,000 - $15,000",Teradyne Inc,False,7/13/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,Susie Lee,TER,6/9/2021,sale_full
"$1,000 - $15,000",Teradyne Inc,False,3/11/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018329.pdf,Susie Lee,TER,2/23/2021,purchase
"$1,000 - $15,000",Teradyne Inc,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,TER,6/24/2019,sale_full
"$1,000 - $15,000",Teradyne Inc,False,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Donna Shalala,TER,3/6/2019,purchase
"$1,000 - $15,000",Terex Corporation,False,3/18/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Josh Gottheimer,TEX,2/15/2022,purchase
"$1,000 - $15,000",Terex Corporation,False,12/13/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019961.pdf,Josh Gottheimer,TEX,11/4/2021,purchase
"$1,000 - $15,000",Terex Corporation,False,4/17/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020786.pdf,Josh Gottheimer,TEX,3/15/2022,sale_partial
"$1,000 - $15,000",Terex Corporation,False,5/16/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Josh Gottheimer,TEX,4/19/2022,purchase
"$1,000 - $15,000",Terna Rete Elettrica Nazionale SPA,False,4/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016366.pdf,Greg Gianforte,TEZNY,3/19/2020,purchase
"$1,000 - $15,000",Terreno Realty Corporation,False,2/1/2022,2022,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,Donald Sternoff Beyer,TRNO,1/10/2022,purchase
"$1,000 - $15,000",Terreno Realty Corporation,False,2/1/2022,2022,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,Donald Sternoff Beyer,TRNO,1/31/2022,purchase
"$1,000 - $15,000",Terreno Realty Corporation,False,5/9/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016572.pdf,Donald Sternoff Beyer,TRNO,4/28/2020,sale_full
"$1,000 - $15,000",Terreno Realty Corporation,False,5/31/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf,Donald Sternoff Beyer,TRNO,5/1/2020,sale_full
"$1,000 - $15,000",Terreno Realty Corporation,False,5/31/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf,Donald Sternoff Beyer,TRNO,5/20/2020,sale_full
"$1,000 - $15,000",Terreno Realty Corporation,False,11/5/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017648.pdf,Donald Sternoff Beyer,TRNO,10/8/2020,sale_full
"$1,000 - $15,000",Terreno Realty Corporation,False,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,Donald Sternoff Beyer,TRNO,1/10/2020,purchase
"$1,000 - $15,000",Terreno Realty Corporation,False,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,Donald Sternoff Beyer,TRNO,1/24/2020,purchase
"$1,000 - $15,000",Terreno Realty Corporation,False,2/22/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016101.pdf,Donald Sternoff Beyer,TRNO,2/20/2020,purchase
"$1,000 - $15,000",Terreno Realty Corporation,False,8/9/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf,Donald Sternoff Beyer,TRNO,7/14/2020,sale_full
"$15,000 - $50,000",Terreno Realty Corporation,False,3/3/2022,2022,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020354.pdf,Donald Sternoff Beyer,TRNO,2/28/2022,sale_full
"$1,000 - $15,000",Terreno Realty Corporation,False,1/2/2020,2020,VA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013832.pdf,Donald Sternoff Beyer,TRNO,12/23/2019,purchase
"$1,000 - $15,000",Tesco plc Ord,False,4/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016366.pdf,Greg Gianforte,TSCDY,3/18/2020,purchase
"$1,000 - $15,000",Tesla,False,4/5/2021,2021,IA01,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018521.pdf,Ashley Hinson Arenholz,TSLA,3/4/2021,purchase
"$1,000 - $15,000",Tesla,False,2/18/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf,Josh Gottheimer,TSLA,1/26/2022,sale_partial
"$1,000 - $15,000",Tesla,False,2/18/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf,Josh Gottheimer,TSLA,1/31/2022,sale_partial
"$1,000 - $15,000",Tesla,False,9/8/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019443.pdf,Marie Newman,TSLA,8/2/2021,purchase
"$50,000 - $100,000",Tesla,False,9/8/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019443.pdf,Marie Newman,TSLA,8/2/2021,sale_full
"$1,000 - $15,000",Tesla,False,7/15/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019076.pdf,Josh Gottheimer,TSLA,6/4/2021,sale_partial
"$1,000 - $15,000",Tesla,False,6/16/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf,Josh Gottheimer,TSLA,5/26/2022,purchase
"$50,000 - $100,000",Tesla,False,5/9/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018702.pdf,Marie Newman,TSLA,4/19/2021,purchase
"$50,000 - $100,000",Tesla,False,5/9/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018702.pdf,Marie Newman,TSLA,4/22/2021,sale_full
"$50,000 - $100,000",Tesla,False,5/9/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018702.pdf,Marie Newman,TSLA,4/1/2021,sale_full
"$50,000 - $100,000",Tesla,False,5/9/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018702.pdf,Marie Newman,TSLA,4/1/2021,sale_full
"$1,000 - $15,000",Tesla,False,5/9/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018702.pdf,Marie Newman,TSLA,4/19/2021,purchase
"$1,000 - $15,000",Tesla,False,5/9/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018702.pdf,Marie Newman,TSLA,4/22/2021,purchase
"$1,000 - $15,000",Tesla,False,3/18/2022,2022,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Josh Gottheimer,TSLA,2/7/2022,purchase
"$1,000 - $15,000",Tesla,False,8/5/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019240.pdf,Marie Newman,TSLA,7/19/2021,sale_full
"$1,000 - $15,000",Tesla,False,8/5/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019240.pdf,Marie Newman,TSLA,7/6/2021,sale_full
"$50,000 - $100,000",Tesla,False,8/5/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019240.pdf,Marie Newman,TSLA,7/2/2021,sale_full
"$50,000 - $100,000",Tesla,False,8/5/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019240.pdf,Marie Newman,TSLA,7/6/2021,purchase
"$1,000 - $15,000",Tesla,True,4/5/2021,2021,IA01,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018521.pdf,Ashley Hinson Arenholz,TSLA,3/31/2021,sale_full
"$250,000 - $500,000",Tesla,False,4/21/2022,2022,WA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020712.pdf,Kim Dr Schrier,TSLA,3/22/2022,sale_full
"$250,000 - $500,000",Tesla,False,4/21/2022,2022,WA08,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020712.pdf,Kim Dr Schrier,TSLA,3/22/2022,sale_full
"$1,000 - $15,000",Tesla,False,4/21/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018534.pdf,Josh Gottheimer,TSLA,3/22/2021,sale_partial
"$1,000 - $15,000",Tesla,False,4/21/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018534.pdf,Josh Gottheimer,TSLA,3/15/2021,sale_partial
"$1,000 - $15,000",Tesla,False,4/21/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018534.pdf,Josh Gottheimer,TSLA,3/10/2021,sale_partial
"$1,000 - $15,000",Tesla,False,4/27/2021,2021,AR02,dependent,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018570.pdf,James French Hill,TSLA,4/8/2021,purchase
"$50,000 - $100,000",Tesla,False,4/15/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018385.pdf,Marie Newman,TSLA,2/11/2021,purchase
"$1,000 - $15,000",Tesla,False,4/15/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018385.pdf,Marie Newman,TSLA,2/11/2021,sale_full
"$1,000 - $15,000",Tesla,False,4/15/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018385.pdf,Marie Newman,TSLA,2/17/2021,sale_full
"$1,000 - $15,000",Tesla,False,4/15/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018385.pdf,Marie Newman,TSLA,2/19/2021,purchase
"$1,000 - $15,000",Tesla,False,4/15/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018385.pdf,Marie Newman,TSLA,2/19/2021,sale_full
"$1,000 - $15,000",Tesla,False,4/15/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018592.pdf,Marie Newman,TSLA,3/22/2021,sale_full
"$1,000 - $15,000",Tesla,False,4/15/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018592.pdf,Marie Newman,TSLA,3/29/2021,sale_full
"$50,000 - $100,000",Tesla,False,4/15/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018592.pdf,Marie Newman,TSLA,3/29/2021,purchase
"$1,000 - $15,000",Tesla,False,4/15/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018592.pdf,Marie Newman,TSLA,3/1/2021,sale_full
"$1,000 - $15,000",Tesla,False,6/10/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018891.pdf,Marie Newman,TSLA,4/30/2021,sale_full
"$50,000 - $100,000",Tesla,False,6/10/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018891.pdf,Marie Newman,TSLA,4/30/2021,purchase
"$1,000 - $15,000",Tesla,False,5/7/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018699.pdf,Josh Gottheimer,TSLA,4/5/2021,sale_partial
"$1,000 - $15,000",Tesla,False,5/7/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018699.pdf,Josh Gottheimer,TSLA,4/30/2021,sale_partial
"$1,000 - $15,000",Tesla,False,5/7/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018699.pdf,Josh Gottheimer,TSLA,4/30/2021,sale_partial
"$1,000 - $15,000",Tesla,False,5/26/2021,2021,CA48,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218062.pdf,Harley E. Rouda,TSLA,6/2/2020,sale_full
"$1,000 - $15,000",Tesla,False,11/15/2021,2021,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019761.pdf,Josh Gottheimer,TSLA,10/19/2021,purchase
"$1,000 - $15,000",Tesla,False,4/13/2021,2021,VA02,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018569.pdf,Elaine Luria,TSLA,3/22/2021,purchase
"$1,000 - $15,000",Tesla,False,7/9/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019052.pdf,Marie Newman,TSLA,6/2/2021,sale_full
"$1,000 - $15,000",Tesla,False,7/9/2021,2021,IL03,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019052.pdf,Marie Newman,TSLA,6/18/2021,sale_full
"$1,000,000 - $5,000,000",Tesla,False,3/21/2022,2022,CA12,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020662.pdf,Nancy Pelosi,TSLA,3/17/2022,purchase
"$500,000 - $1,000,000",Tesla,False,1/21/2021,2021,CA12,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018011.pdf,Nancy Pelosi,TSLA,12/22/2020,purchase
"$100,000 - $250,000",Tesla,False,3/8/2020,2020,WA08,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016189.pdf,Kim Schrier,TSLA,3/3/2020,sale_full
"$100,000 - $250,000",Tesla,False,3/8/2020,2020,WA08,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016189.pdf,Kim Schrier,TSLA,3/3/2020,sale_full
"$1,000 - $15,000",Tesla,False,8/10/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017128.pdf,Josh Gottheimer,TSLA,7/14/2020,sale_partial
"$1,000 - $15,000",Tesla,False,2/19/2021,2021,GA14,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018243.pdf,Marjorie Taylor Greene,TSLA,1/22/2021,purchase
"$1,000 - $15,000",Tesla,False,9/21/2020,2020,PA03,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017404.pdf,Dwight Evans,TSLA,9/4/2020,purchase
"$1,000 - $15,000",Tesla,True,12/9/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017827.pdf,Josh Gottheimer,TSLA,11/6/2020,sale_partial
"$1,000 - $15,000",Tesla,True,12/9/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017827.pdf,Josh Gottheimer,TSLA,11/11/2019,sale_partial
"$1,000 - $15,000",Tesla,True,12/9/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017827.pdf,Josh Gottheimer,TSLA,11/13/2020,sale_partial
"$1,000 - $15,000",Tesla,True,12/9/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017827.pdf,Josh Gottheimer,TSLA,11/16/2020,sale_partial
"$1,000 - $15,000",Tesla,False,5/13/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016556.pdf,Josh Gottheimer,TSLA,4/17/2020,sale_partial
"$15,000 - $50,000",Tesla,False,7/16/2020,2020,KY04,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016969.pdf,Thomas Massie,TSLA,7/14/2020,sale_partial
"$1,000 - $15,000",Tesla,False,6/10/2020,2020,NJ05,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016732.pdf,Josh Gottheimer,TSLA,5/22/2020,sale_partial
"$1,000 - $15,000",Tetra Tech Inc,False,7/13/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019023.pdf,Susie Lee,TTEK,6/17/2021,sale_full
"$1,000 - $15,000",Tetra Tech Inc,False,1/11/2021,2021,NV03,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017980.pdf,Susie Lee,TTEK,12/22/2020,purchase
"$15,000 - $50,000",Teva Pharmaceutical Industries Limited,False,12/2/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf,Greg Gianforte,TEVA,11/13/2020,purchase
"$1,000 - $15,000",Texas Instruments,False,3/12/2021,2021,CA17,self,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217894.pdf,Rohit Khanna,TXN,2/11/2021,purchase
"$1,000 - $15,000",Texas Instruments,False,3/12/2021,2021,CA17,dependent,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217894.pdf,Rohit Khanna,TXN,2/11/2021,purchase
"$1,000 - $15,000",Texas Instruments,False,9/15/2022,2022,OK01,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021704.pdf,Kevin Hern,TXN,8/16/2022,purchase
