m,TagName,
"2020-12-01 00:00:00","c","2649"
"2020-12-01 00:00:00","c#","5740"
"2020-12-01 00:00:00","c++","4452"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7828"
"2020-12-01 00:00:00","javascript","16028"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4795"
"2020-12-01 00:00:00","python","22225"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2099"
"2021-01-01 00:00:00","assembly","309"
"2021-01-01 00:00:00","c","2569"
"2021-01-01 00:00:00","c#","6193"
"2021-01-01 00:00:00","c++","4109"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8033"
"2021-01-01 00:00:00","javascript","16882"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4751"
"2021-01-01 00:00:00","python","22897"
"2021-01-01 00:00:00","r","4340"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2320"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2241"
"2021-02-01 00:00:00","c#","5803"
"2021-02-01 00:00:00","c++","4094"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","570"
"2021-02-01 00:00:00","java","7593"
"2021-02-01 00:00:00","javascript","15290"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4373"
"2021-02-01 00:00:00","python","21424"
"2021-02-01 00:00:00","r","4328"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2263"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2486"
"2021-03-01 00:00:00","c#","6396"
"2021-03-01 00:00:00","c++","4305"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","760"
"2021-03-01 00:00:00","java","8671"
"2021-03-01 00:00:00","javascript","16773"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4751"
"2021-03-01 00:00:00","python","23918"
"2021-03-01 00:00:00","r","5179"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2386"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2300"
"2021-04-01 00:00:00","c#","5909"
"2021-04-01 00:00:00","c++","3947"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7931"
"2021-04-01 00:00:00","javascript","15860"
"2021-04-01 00:00:00","perl","137"
"2021-04-01 00:00:00","php","4323"
"2021-04-01 00:00:00","python","22722"
"2021-04-01 00:00:00","r","4800"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2112"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2090"
"2021-05-01 00:00:00","c#","5749"
"2021-05-01 00:00:00","c++","4192"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","643"
"2021-05-01 00:00:00","java","7966"
"2021-05-01 00:00:00","javascript","15829"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4249"
"2021-05-01 00:00:00","python","22456"
"2021-05-01 00:00:00","r","4669"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1864"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1869"
"2021-06-01 00:00:00","c#","5634"
"2021-06-01 00:00:00","c++","3829"
"2021-06-01 00:00:00","delphi","126"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7601"
"2021-06-01 00:00:00","javascript","15026"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4085"
"2021-06-01 00:00:00","python","20950"
"2021-06-01 00:00:00","r","4286"
"2021-06-01 00:00:00","ruby","421"
"2021-06-01 00:00:00","swift","1803"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1627"
"2021-07-01 00:00:00","c#","5214"
"2021-07-01 00:00:00","c++","3516"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6967"
"2021-07-01 00:00:00","javascript","14777"
"2021-07-01 00:00:00","perl","139"
"2021-07-01 00:00:00","php","3890"
"2021-07-01 00:00:00","python","20623"
"2021-07-01 00:00:00","r","4049"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1975"
"2021-08-01 00:00:00","assembly","163"
"2021-08-01 00:00:00","c","1532"
"2021-08-01 00:00:00","c#","5124"
"2021-08-01 00:00:00","c++","3254"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","746"
"2021-08-01 00:00:00","java","6775"
"2021-08-01 00:00:00","javascript","14685"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3884"
"2021-08-01 00:00:00","python","19869"
"2021-08-01 00:00:00","r","4040"
"2021-08-01 00:00:00","ruby","447"
"2021-08-01 00:00:00","swift","1899"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1706"
"2021-09-01 00:00:00","c#","5064"
"2021-09-01 00:00:00","c++","3605"
"2021-09-01 00:00:00","delphi","135"
"2021-09-01 00:00:00","go","622"
"2021-09-01 00:00:00","java","6618"
"2021-09-01 00:00:00","javascript","14448"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3687"
"2021-09-01 00:00:00","python","19057"
"2021-09-01 00:00:00","r","3904"
"2021-09-01 00:00:00","ruby","446"
"2021-09-01 00:00:00","swift","1626"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2096"
"2021-10-01 00:00:00","c#","5296"
"2021-10-01 00:00:00","c++","3737"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","700"
"2021-10-01 00:00:00","java","6595"
"2021-10-01 00:00:00","javascript","13860"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3592"
"2021-10-01 00:00:00","python","19838"
"2021-10-01 00:00:00","r","4181"
"2021-10-01 00:00:00","ruby","416"
"2021-10-01 00:00:00","swift","1567"
"2021-11-01 00:00:00","assembly","288"
"2021-11-01 00:00:00","c","2211"
"2021-11-01 00:00:00","c#","5616"
"2021-11-01 00:00:00","c++","3834"
"2021-11-01 00:00:00","delphi","141"
"2021-11-01 00:00:00","go","654"
"2021-11-01 00:00:00","java","6933"
"2021-11-01 00:00:00","javascript","13531"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3511"
"2021-11-01 00:00:00","python","20114"
"2021-11-01 00:00:00","r","4034"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1535"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2110"
"2021-12-01 00:00:00","c#","5057"
"2021-12-01 00:00:00","c++","3593"
"2021-12-01 00:00:00","delphi","144"
"2021-12-01 00:00:00","go","728"
"2021-12-01 00:00:00","java","6214"
"2021-12-01 00:00:00","javascript","13129"
"2021-12-01 00:00:00","perl","102"
"2021-12-01 00:00:00","php","3260"
"2021-12-01 00:00:00","python","19109"
"2021-12-01 00:00:00","r","3549"
"2021-12-01 00:00:00","ruby","373"
"2021-12-01 00:00:00","swift","1429"
"2022-01-01 00:00:00","assembly","233"
"2022-01-01 00:00:00","c","2009"
"2022-01-01 00:00:00","c#","5630"
"2022-01-01 00:00:00","c++","3766"
"2022-01-01 00:00:00","delphi","147"
"2022-01-01 00:00:00","go","768"
"2022-01-01 00:00:00","java","7153"
"2022-01-01 00:00:00","javascript","15341"
"2022-01-01 00:00:00","perl","129"
"2022-01-01 00:00:00","php","3766"
"2022-01-01 00:00:00","python","21409"
"2022-01-01 00:00:00","r","4091"
"2022-01-01 00:00:00","ruby","465"
"2022-01-01 00:00:00","swift","1879"
"2022-02-01 00:00:00","assembly","225"
"2022-02-01 00:00:00","c","1774"
"2022-02-01 00:00:00","c#","5786"
"2022-02-01 00:00:00","c++","3451"
"2022-02-01 00:00:00","delphi","188"
"2022-02-01 00:00:00","go","687"
"2022-02-01 00:00:00","java","7219"
"2022-02-01 00:00:00","javascript","15319"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3676"
"2022-02-01 00:00:00","python","22446"
"2022-02-01 00:00:00","r","4325"
"2022-02-01 00:00:00","ruby","455"
"2022-02-01 00:00:00","swift","1864"
"2022-03-01 00:00:00","assembly","251"
"2022-03-01 00:00:00","c","2085"
"2022-03-01 00:00:00","c#","6442"
"2022-03-01 00:00:00","c++","3816"
"2022-03-01 00:00:00","delphi","132"
"2022-03-01 00:00:00","go","824"
"2022-03-01 00:00:00","java","8031"
"2022-03-01 00:00:00","javascript","16203"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3723"
"2022-03-01 00:00:00","python","24420"
"2022-03-01 00:00:00","r","5071"
"2022-03-01 00:00:00","ruby","526"
"2022-03-01 00:00:00","swift","2059"
"2022-04-01 00:00:00","assembly","264"
"2022-04-01 00:00:00","c","1851"
"2022-04-01 00:00:00","c#","5895"
"2022-04-01 00:00:00","c++","3823"
"2022-04-01 00:00:00","delphi","122"
"2022-04-01 00:00:00","go","753"
"2022-04-01 00:00:00","java","7776"
"2022-04-01 00:00:00","javascript","15872"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3770"
"2022-04-01 00:00:00","python","23418"
"2022-04-01 00:00:00","r","4764"
"2022-04-01 00:00:00","ruby","491"
"2022-04-01 00:00:00","swift","1761"
"2022-05-01 00:00:00","assembly","285"
"2022-05-01 00:00:00","c","1905"
"2022-05-01 00:00:00","c#","6245"
"2022-05-01 00:00:00","c++","3854"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","670"
"2022-05-01 00:00:00","java","7808"
"2022-05-01 00:00:00","javascript","15961"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","3981"
"2022-05-01 00:00:00","python","23014"
"2022-05-01 00:00:00","r","4818"
"2022-05-01 00:00:00","ruby","501"
"2022-05-01 00:00:00","swift","1740"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1654"
"2022-06-01 00:00:00","c#","6051"
"2022-06-01 00:00:00","c++","3376"
"2022-06-01 00:00:00","delphi","124"
"2022-06-01 00:00:00","go","735"
"2022-06-01 00:00:00","java","7001"
"2022-06-01 00:00:00","javascript","15125"
"2022-06-01 00:00:00","perl","124"
"2022-06-01 00:00:00","php","3823"
"2022-06-01 00:00:00","python","22167"
"2022-06-01 00:00:00","r","4401"
"2022-06-01 00:00:00","ruby","478"
"2022-06-01 00:00:00","swift","1787"
"2022-07-01 00:00:00","assembly","209"
"2022-07-01 00:00:00","c","1489"
"2022-07-01 00:00:00","c#","5957"
"2022-07-01 00:00:00","c++","3259"
"2022-07-01 00:00:00","delphi","127"
"2022-07-01 00:00:00","go","743"
"2022-07-01 00:00:00","java","6605"
"2022-07-01 00:00:00","javascript","15156"
"2022-07-01 00:00:00","perl","130"
"2022-07-01 00:00:00","php","3772"
"2022-07-01 00:00:00","python","22435"
"2022-07-01 00:00:00","r","4191"
"2022-07-01 00:00:00","ruby","450"
"2022-07-01 00:00:00","swift","1751"
"2022-08-01 00:00:00","assembly","177"
"2022-08-01 00:00:00","c","1505"
"2022-08-01 00:00:00","c#","6338"
"2022-08-01 00:00:00","c++","3241"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","854"
"2022-08-01 00:00:00","java","6534"
"2022-08-01 00:00:00","javascript","15570"
"2022-08-01 00:00:00","perl","118"
"2022-08-01 00:00:00","php","3768"
"2022-08-01 00:00:00","python","21933"
"2022-08-01 00:00:00","r","4342"
"2022-08-01 00:00:00","ruby","476"
"2022-08-01 00:00:00","swift","1744"
"2022-09-01 00:00:00","assembly","191"
"2022-09-01 00:00:00","c","1648"
"2022-09-01 00:00:00","c#","5743"
"2022-09-01 00:00:00","c++","3087"
"2022-09-01 00:00:00","delphi","148"
"2022-09-01 00:00:00","go","843"
"2022-09-01 00:00:00","java","6272"
"2022-09-01 00:00:00","javascript","14310"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","3391"
"2022-09-01 00:00:00","python","20239"
"2022-09-01 00:00:00","r","4028"
"2022-09-01 00:00:00","ruby","476"
"2022-09-01 00:00:00","swift","1805"
"2022-10-01 00:00:00","assembly","242"
"2022-10-01 00:00:00","c","2013"
"2022-10-01 00:00:00","c#","5820"
"2022-10-01 00:00:00","c++","3220"
"2022-10-01 00:00:00","delphi","153"
"2022-10-01 00:00:00","go","742"
"2022-10-01 00:00:00","java","6520"
"2022-10-01 00:00:00","javascript","14125"
"2022-10-01 00:00:00","perl","82"
"2022-10-01 00:00:00","php","3387"
"2022-10-01 00:00:00","python","22135"
"2022-10-01 00:00:00","r","4531"
"2022-10-01 00:00:00","ruby","436"
"2022-10-01 00:00:00","swift","1639"
"2022-11-01 00:00:00","assembly","288"
"2022-11-01 00:00:00","c","2195"
"2022-11-01 00:00:00","c#","6079"
"2022-11-01 00:00:00","c++","3335"
"2022-11-01 00:00:00","delphi","116"
"2022-11-01 00:00:00","go","756"
"2022-11-01 00:00:00","java","6853"
"2022-11-01 00:00:00","javascript","14450"
"2022-11-01 00:00:00","perl","110"
"2022-11-01 00:00:00","php","3392"
"2022-11-01 00:00:00","python","23031"
"2022-11-01 00:00:00","r","4650"
"2022-11-01 00:00:00","ruby","467"
"2022-11-01 00:00:00","swift","1692"
"2022-12-01 00:00:00","assembly","302"
"2022-12-01 00:00:00","c","1947"
"2022-12-01 00:00:00","c#","5593"
"2022-12-01 00:00:00","c++","3062"
"2022-12-01 00:00:00","delphi","89"
"2022-12-01 00:00:00","go","667"
"2022-12-01 00:00:00","java","6385"
"2022-12-01 00:00:00","javascript","13378"
"2022-12-01 00:00:00","perl","98"
"2022-12-01 00:00:00","php","3236"
"2022-12-01 00:00:00","python","20581"
"2022-12-01 00:00:00","r","3774"
"2022-12-01 00:00:00","ruby","408"
"2022-12-01 00:00:00","swift","1573"
